%  columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=321627, Mon Feb 27 00:17:10 2017
0 1 0.0 0 0 0.0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 14 -0.0148842223011 -1.15824703712e-05 7.1811963191e-05 0.0131234626689 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 27 -0.025644601559 -5.18370076012e-05 0.000211003742275 0.0244408044322 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 40 -0.0297181334986 -7.9388218985e-05 0.000108211887498 0.0234246201197 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 53 -0.0354954366265 -0.000175295073602 2.04113327128e-05 0.0322913927542 0.945470040413 0.953760192477 0.958262471863 0.97173122426 0.972238408611 0.98008373517 0.983712426871 0.989154785491 0.990818145596 0.993187096654 0.994452846164 0.997934447136 0.99963161827 1.00128235627 1.00212592242 1.00295028924 1.00443510226 1.00865375044 1.01056457252 1.01373342862 1.01813819006 1.02475915153 1.03763713724 1.04710107331 1.08720168909
5 66 -0.0467228002094 -4.35394503084e-06 0.000103849838084 0.0426121788408 0.945470040413 0.953760192477 0.958262471863 0.97173122426 0.972238408611 0.98008373517 0.983712426871 0.989154785491 0.990818145596 0.993187096654 0.994452846164 0.997934447136 0.99963161827 1.00128235627 1.00212592242 1.00295028924 1.00443510226 1.00865375044 1.01056457252 1.01373342862 1.01813819006 1.02475915153 1.03763713724 1.04710107331 1.08720168909
6 79 -0.0532222423195 -2.17996062891e-05 3.70393149197e-05 0.0513643042302 0.917180698136 0.938305870344 0.947786754289 0.955281165554 0.969260812643 0.970061994025 0.975344057409 0.979782629358 0.984981518177 0.98717130665 0.992464368901 0.993073732836 0.998417977842 1.00184277755 1.0033285665 1.0051243576 1.00742916932 1.00927940869 1.01753496953 1.02066073533 1.02585671972 1.03113313105 1.03988978497 1.05173160124 1.15264208804
7 92 -0.0598790224701 -2.20139924393e-05 5.8743134315e-05 0.0581246054416 0.917180698136 0.938305870344 0.947786754289 0.955281165554 0.969260812643 0.970061994025 0.975344057409 0.979782629358 0.984981518177 0.98717130665 0.992464368901 0.993073732836 0.998417977842 1.00184277755 1.0033285665 1.0051243576 1.00742916932 1.00927940869 1.01753496953 1.02066073533 1.02585671972 1.03113313105 1.03988978497 1.05173160124 1.15264208804
8 105 -0.0771684658411 -2.36495877357e-05 0.000303652663783 0.0637449916997 0.906448577465 0.937938029497 0.938980953155 0.943633841296 0.955220714981 0.963627788329 0.967124133844 0.975280243217 0.978093163998 0.984689121446 0.988058792972 0.9922125556 0.997085492755 1.00091740327 1.00161531919 1.00528590925 1.0092724693 1.01636477225 1.01877695515 1.02169772574 1.02477415361 1.03374314599 1.04566504162 1.05345402472 1.20279911641
9 118 -0.0881601542642 -0.000164389269642 1.77934833013e-05 0.0752387576639 0.906448577465 0.937938029497 0.938980953155 0.943633841296 0.955220714981 0.963627788329 0.967124133844 0.975280243217 0.978093163998 0.984689121446 0.988058792972 0.9922125556 0.997085492755 1.00091740327 1.00161531919 1.00528590925 1.0092724693 1.01636477225 1.01877695515 1.02169772574 1.02477415361 1.03374314599 1.04566504162 1.05345402472 1.20279911641
