%  columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=321627, Mon Feb 27 00:17:10 2017
0 1 0.2 1.00004800115 1.0 1.0 1.000002 1.00000400001 1.00000600002 1.00000800003 1.00001000005 1.00001200007 1.0000140001 1.00001600013 1.00001800016 1.0000200002 1.00002200024 1.00002400029 1.00002600034 1.00002800039 1.00003000045 1.00003200051 1.00003400058 1.00003600065 1.00003800072 1.0000400008 1.00004200088 1.00004400097 1.00004600106 1.00004800115
1 14 0.188244635056 1.00004800115 1.0 1.0 1.000002 1.00000400001 1.00000600002 1.00000800003 1.00001000005 1.00001200007 1.0000140001 1.00001600013 1.00001800016 1.0000200002 1.00002200024 1.00002400029 1.00002600034 1.00002800039 1.00003000045 1.00003200051 1.00003400058 1.00003600065 1.00003800072 1.0000400008 1.00004200088 1.00004400097 1.00004600106 1.00004800115
2 27 0.18408752025 1.0376121458 0.965116212698 0.965116212698 0.966458693643 0.977572847427 0.98594491358 0.991566694662 0.994671648825 1.00036680652 1.00037062507 1.00037506834 1.00037612636 1.00037849643 1.00038050598 1.00038473075 1.00038788363 1.00039174197 1.00039526724 1.0003960886 1.0003988426 1.00039953714 1.00216485761 1.00492516806 1.00960233691 1.01085379851 1.02442705316 1.0376121458
3 40 0.18034208175 1.06198189004 0.952921576014 0.952921576014 0.961314467121 0.969745549822 0.972040725554 0.977701677391 0.983673340199 0.988880470964 0.99188704399 0.996804575257 0.998382767781 0.999003391538 0.999950148517 1.00075315411 1.00077667141 1.00116770621 1.00189965901 1.00208135771 1.00259673877 1.00628101214 1.00816393388 1.01058768685 1.01502204656 1.0171363277 1.03805011507 1.06198189004
4 53 0.181518165114 1.06979612626 0.947099050903 0.947099050903 0.953342171268 0.955472062012 0.970042936164 0.971789828114 0.976652282468 0.983807340615 0.987605121084 0.990516770915 0.993466306918 0.996669019544 0.998772525479 1.00003673895 1.00088228916 1.00120522765 1.00265330456 1.00299218278 1.00448513889 1.00857675693 1.00985827408 1.01167831115 1.01919006406 1.03506660482 1.03805504654 1.06979612626
5 66 0.18726774792 1.09182044207 0.927838079903 0.927838079903 0.934428017367 0.956502936086 0.96410383757 0.969827133724 0.979759276153 0.980539272149 0.984956159644 0.987882782362 0.990107271193 0.994106902904 0.996279615949 0.998318121176 0.99929010988 1.00099218831 1.00349330184 1.00498232428 1.00537309403 1.01099135309 1.01366355528 1.01797898714 1.02219434891 1.03878902305 1.04428521064 1.09182044207
6 79 0.191241687244 1.12250894931 0.915044829926 0.915044829926 0.931930787602 0.946637832326 0.961049930873 0.966437375785 0.974718063284 0.975940454762 0.981408734698 0.985862579098 0.989017077459 0.991032823524 0.992523547309 0.997244783708 0.997606551591 1.000804421 1.00213225593 1.00451262323 1.01025494859 1.01325382207 1.01955204274 1.02288111241 1.02673941976 1.04114280044 1.04385172835 1.12250894931
7 92 0.194393470445 1.15837120972 0.908798944149 0.908798944149 0.932855936081 0.936266448906 0.957081420538 0.961133112322 0.966904691101 0.973745127396 0.977221589769 0.984019517425 0.986379040691 0.99181311313 0.992145457735 0.993768371809 0.994383702797 1.0007672132 1.00404684269 1.00599633212 1.01064461931 1.02015899718 1.02178772002 1.02227466406 1.02740388974 1.03502243119 1.05149824958 1.15837120972
8 105 0.195040486037 1.18520728416 0.903574330911 0.903574330911 0.932846060451 0.933410408862 0.945699761402 0.957200949386 0.959637202465 0.970011367264 0.972969051218 0.980154510998 0.984086384954 0.989329850617 0.992534333946 0.993186008525 0.99479820282 0.999699727792 1.0035273317 1.00570545495 1.00993114557 1.0172869811 1.0201993313 1.0229342579 1.03362769335 1.04106981328 1.04417881719 1.18520728416
9 118 0.192096918357 1.20973248266 0.902913993435 0.902913993435 0.925946794888 0.934371629001 0.943931685121 0.946804800703 0.954109243493 0.965217945581 0.967630542721 0.97540906574 0.976851608784 0.986998153733 0.99182629014 0.995088442518 0.997006836479 0.998442663507 1.00046382424 1.00514712147 1.01113495646 1.01813317546 1.02141567235 1.02396716916 1.03329164822 1.03805678026 1.05900520159 1.20973248266
